OFFENSE,WARD,LATITUDE,LONGITUDE
THEFT/OTHER,4,38.9553441721,-77.0210507882
THEFT/OTHER,2,38.9126078469,-77.0411622332
ROBBERY,1,38.93334408,-77.0399281158
ASSAULT W/DANGEROUS WEAPON,6,38.8788389427,-76.9902449842
THEFT/OTHER,7,38.9034820677,-76.9229428261
THEFT/OTHER,8,38.8643803084,-76.9900088928
MOTOR VEHICLE THEFT,7,38.8866095228,-76.9338870362
MOTOR VEHICLE THEFT,8,38.8775257435,-76.997854457
THEFT F/AUTO,7,38.8936511088,-76.9409035361
THEFT F/AUTO,1,38.9170000824,-77.0307861136
THEFT/OTHER,8,38.8467765486,-76.9827823479
THEFT F/AUTO,5,38.9015468006,-76.9799376272
THEFT F/AUTO,8,38.8348859806,-76.9941948591
ASSAULT W/DANGEROUS WEAPON,6,38.8779555487,-76.9855133572
THEFT/OTHER,2,38.9155740736,-77.0437472858
THEFT/OTHER,5,38.9164774036,-76.9827155922
MOTOR VEHICLE THEFT,7,38.8899591521,-76.9594294678
THEFT/OTHER,2,38.9133492568,-77.0505166592
MOTOR VEHICLE THEFT,2,38.9080385449,-77.0319501832
BURGLARY,2,38.904908695,-77.0240062317
THEFT F/AUTO,7,38.8603125815,-76.9658374528
THEFT/OTHER,6,38.879813272,-76.9867739886
THEFT/OTHER,2,38.914749664,-77.0455463575
ROBBERY,7,38.8689186523,-76.9594761766
MOTOR VEHICLE THEFT,8,38.8609432617,-76.9690716897
THEFT/OTHER,6,38.8914752702,-76.9984501044
THEFT F/AUTO,4,38.9463095442,-77.0203184885
ROBBERY,5,38.9105753861,-77.0085549568
ROBBERY,1,38.9287433544,-77.033639334
THEFT F/AUTO,1,38.9298079189,-77.036468077
THEFT F/AUTO,7,38.8542976731,-76.9624427708
THEFT/OTHER,7,38.8965217898,-76.9150392629
THEFT F/AUTO,7,38.8545612485,-76.9646475664
THEFT F/AUTO,7,38.8768612172,-76.9659868041
THEFT F/AUTO,8,38.865564784,-76.9884706483
THEFT F/AUTO,4,38.9457257199,-77.0218050286
THEFT F/AUTO,7,38.874610442,-76.9670938752
THEFT F/AUTO,5,38.9513383536,-76.9916913006
ASSAULT W/DANGEROUS WEAPON,8,38.8524031478,-76.9823129126
THEFT F/AUTO,7,38.8828410779,-76.9620437819
MOTOR VEHICLE THEFT,8,38.8624144572,-76.991793607
THEFT/OTHER,8,38.854449697,-76.9676194819
THEFT F/AUTO,2,38.9114982891,-77.0319506953
THEFT/OTHER,5,38.9340213208,-76.9911175566
MOTOR VEHICLE THEFT,7,38.8999764193,-76.9824602061
BURGLARY,8,38.8314649558,-77.0083188214
MOTOR VEHICLE THEFT,6,38.8951111941,-76.9883114441
THEFT F/AUTO,2,38.9091056761,-77.045757897
HOMICIDE,7,38.9039688291,-76.9472062055
ROBBERY,2,38.9068281226,-77.0602010327
THEFT/OTHER,4,38.9386809337,-77.0259433947
THEFT/OTHER,7,38.8918909182,-76.9414128252
ASSAULT W/DANGEROUS WEAPON,4,38.9386809337,-77.0259433947
MOTOR VEHICLE THEFT,2,38.9118894038,-77.0209238144
THEFT/OTHER,2,38.9093648355,-77.0441466713
MOTOR VEHICLE THEFT,6,38.8764820522,-77.0070788587
MOTOR VEHICLE THEFT,6,38.8846087297,-77.0183814266
ROBBERY,8,38.8479406366,-76.9785374868
THEFT F/AUTO,2,38.9072971686,-77.0660703416
THEFT/OTHER,5,38.9108864616,-76.9852872041
MOTOR VEHICLE THEFT,1,38.9269862279,-77.0244342566
THEFT/OTHER,7,38.8978320043,-76.9808976732
THEFT/OTHER,1,38.9297870531,-77.038333992
MOTOR VEHICLE THEFT,5,38.9014180943,-76.9762203236
THEFT/OTHER,4,38.9531715133,-77.0186632996
THEFT F/AUTO,2,38.9086179637,-77.0639820577
THEFT F/AUTO,1,38.9338574658,-77.0329888259
THEFT F/AUTO,1,38.9321089892,-77.0376421992
THEFT/OTHER,8,38.8775337805,-76.9955786635
ROBBERY,7,38.8667121755,-76.9588585757
MOTOR VEHICLE THEFT,4,38.9614590505,-76.9977550253
THEFT/OTHER,7,38.8860081344,-76.9586533108
THEFT F/AUTO,6,38.9013238548,-77.0000434621
THEFT F/AUTO,5,38.9255813304,-76.9811265371
THEFT F/AUTO,2,38.903129517,-77.0296247209
THEFT F/AUTO,7,38.9036422597,-76.9256198676
THEFT/OTHER,2,38.9050559114,-77.0682289179
THEFT/OTHER,2,38.9051510928,-77.0639958956
THEFT F/AUTO,7,38.8826884906,-76.9339712319
THEFT/OTHER,2,38.9051968264,-77.0606731533
THEFT F/AUTO,7,38.8966561482,-76.9703631852
THEFT F/AUTO,5,38.9384146325,-76.9932885915
THEFT/OTHER,6,38.8778666066,-77.0176347386
THEFT/OTHER,8,38.8300809364,-76.999534284
THEFT/OTHER,1,38.928171804,-77.0325902763
THEFT F/AUTO,3,38.9290116605,-77.0622975263
ROBBERY,7,38.8786065677,-76.9307945544
THEFT F/AUTO,5,38.9171372142,-76.9651340569
MOTOR VEHICLE THEFT,5,38.9323640917,-76.996990814
THEFT/OTHER,2,38.9125860494,-77.0741891796
THEFT F/AUTO,5,38.9080326343,-76.9985005897
THEFT/OTHER,6,38.8953979474,-76.9845766188
MOTOR VEHICLE THEFT,5,38.9118597058,-77.0055628168
THEFT F/AUTO,5,38.8996151246,-76.9803866148
THEFT/OTHER,8,38.8582298795,-76.9870451703
THEFT F/AUTO,1,38.9348694723,-77.0240756033
MOTOR VEHICLE THEFT,6,38.8764820522,-77.0070788587
ASSAULT W/DANGEROUS WEAPON,8,38.8379879809,-77.0051949295
MOTOR VEHICLE THEFT,7,38.9039688291,-76.9472062055
THEFT F/AUTO,5,38.9013792717,-76.985617379
THEFT/OTHER,2,38.905199041,-77.0408563583
THEFT F/AUTO,2,38.9068050421,-77.0621304407
MOTOR VEHICLE THEFT,6,38.9056436347,-77.0044727163
ROBBERY,5,38.9407398975,-77.0036824787
MOTOR VEHICLE THEFT,5,38.92077035,-77.0090421194
ROBBERY,8,38.8636056414,-76.9906950399
THEFT/OTHER,1,38.9350764765,-77.0429493439
THEFT/OTHER,1,38.9159166696,-77.0219119142
ROBBERY,7,38.8890775548,-76.9388364505
ROBBERY,4,38.967320575,-77.0363818055
ASSAULT W/DANGEROUS WEAPON,5,38.9014398024,-76.9871144482
ROBBERY,1,38.9205776768,-77.0429746299
THEFT F/AUTO,6,38.8778666066,-77.0176347386
ASSAULT W/DANGEROUS WEAPON,2,38.9162259346,-77.0681648844
THEFT/OTHER,8,38.8531334276,-76.9640406795
THEFT F/AUTO,6,38.8860342282,-76.9955970923
THEFT F/AUTO,7,38.8663755975,-76.9483979603
THEFT F/AUTO,6,38.8909297966,-76.9845796595
THEFT F/AUTO,8,38.8701015245,-76.9822235984
THEFT F/AUTO,7,38.8733039734,-76.9591150003
THEFT F/AUTO,7,38.8652772555,-76.9706402247
THEFT F/AUTO,7,38.8652772555,-76.9706402247
THEFT F/AUTO,5,38.9345592962,-76.9899987128
THEFT/OTHER,2,38.9162259346,-77.0681648844
ASSAULT W/DANGEROUS WEAPON,2,38.9126058275,-77.0194129878
THEFT/OTHER,2,38.9155738614,-77.0400687581
ROBBERY,4,38.9368186051,-77.0253206805
THEFT/OTHER,4,38.938670017,-77.0415922895
ROBBERY,4,38.9554061723,-77.0187992155
THEFT F/AUTO,5,38.9307114844,-76.9648121028
THEFT F/AUTO,2,38.9112791515,-77.0639222982
THEFT F/AUTO,4,38.971010072,-77.0137063705
MOTOR VEHICLE THEFT,6,38.907238228,-77.0074918952
THEFT/OTHER,2,38.9046472387,-77.0669202221
THEFT F/AUTO,4,38.9480015888,-77.0174062573
THEFT F/AUTO,2,38.896703663,-77.0219170793
THEFT/OTHER,1,38.9263987165,-77.0364888218
ROBBERY,5,38.902207721,-76.9820115427
ARSON,2,38.9106006291,-77.0527652352
THEFT/OTHER,6,38.9002009211,-76.9892742544
SEX ABUSE,5,38.9219330924,-76.9819582491
ROBBERY,6,38.8746382221,-77.009496431
ASSAULT W/DANGEROUS WEAPON,4,38.9596825918,-77.028136192
THEFT/OTHER,6,38.9025202624,-77.0194173908
ROBBERY,2,38.9033067516,-77.0523597929
MOTOR VEHICLE THEFT,1,38.9170000824,-77.0307861136
BURGLARY,8,38.8642534441,-76.9812422284
ROBBERY,7,38.8975175641,-76.9384709837
ROBBERY,7,38.8603125815,-76.9658374528
THEFT F/AUTO,8,38.8691593758,-76.9807720244
THEFT/OTHER,1,38.9335769402,-77.0342656988
THEFT/OTHER,1,38.9186485641,-77.0319518232
BURGLARY,8,38.8764803598,-77.0013094609
ROBBERY,6,38.9010492861,-77.0063797958
HOMICIDE,8,38.8393404595,-76.993583696
ROBBERY,6,38.8764612141,-77.0187454578
THEFT F/AUTO,4,38.971713317,-77.0533770892
THEFT/OTHER,3,38.9182267755,-77.0740848099
THEFT/OTHER,6,38.9002033642,-76.9973048161
THEFT F/AUTO,1,38.9274255811,-77.0340792587
ROBBERY,8,38.8548774011,-76.9790220935
ROBBERY,1,38.92932598,-77.0375874479
ASSAULT W/DANGEROUS WEAPON,5,38.9175501314,-77.000568941
THEFT/OTHER,8,38.8325609582,-77.0089972649
THEFT F/AUTO,3,38.9590336698,-77.0855229412
THEFT/OTHER,1,38.9255188753,-77.0364853732
ROBBERY,3,38.9610203349,-77.0786163304
SEX ABUSE,6,38.8981202837,-76.9949639264
ASSAULT W/DANGEROUS WEAPON,5,38.9215847053,-76.9937555941
ROBBERY,1,38.9291130551,-77.0213988342
MOTOR VEHICLE THEFT,1,38.9162802028,-77.0239665883
THEFT/OTHER,5,38.9330716199,-76.9803949426
ROBBERY,2,38.9099274291,-77.0436069637
THEFT/OTHER,3,38.9553618526,-77.0700218345
THEFT/OTHER,6,38.9002033642,-76.9973048161
MOTOR VEHICLE THEFT,6,38.8828390269,-76.9869086226
ROBBERY,7,38.8958998556,-76.9363097659
MOTOR VEHICLE THEFT,6,38.8770038882,-77.007459464
THEFT/OTHER,2,38.9114974007,-77.0384845448
ROBBERY,6,38.8875932716,-76.9932030068
MOTOR VEHICLE THEFT,4,38.9526504993,-77.0179326588
THEFT/OTHER,4,38.9577954916,-77.0016979799
SEX ABUSE,1,38.921616941,-77.0412984333
THEFT/OTHER,1,38.9287433544,-77.033639334
THEFT F/AUTO,8,38.8517469483,-76.9692371871
ROBBERY,6,38.9002005148,-76.9920854122
THEFT F/AUTO,1,38.9181127012,-77.0307864786
THEFT F/AUTO,7,38.8775843035,-76.9312615719
THEFT/OTHER,8,38.8512617456,-76.9656042352
ROBBERY,3,38.9451386287,-77.0781266684
THEFT F/AUTO,8,38.8635345572,-76.9739720394
THEFT F/AUTO,4,38.9577954916,-77.0016979799
THEFT/OTHER,8,38.866862709,-76.9774024428
ROBBERY,7,38.8828539651,-76.9421036493
THEFT F/AUTO,4,38.969279362,-77.025737247
THEFT F/AUTO,4,38.969279362,-77.025737247
THEFT F/AUTO,4,38.9651249042,-77.0363844924
HOMICIDE,8,38.8667038197,-76.9847448306
THEFT F/AUTO,2,38.9162259346,-77.0681648844
THEFT F/AUTO,5,38.9043680633,-76.9776043068
THEFT F/AUTO,4,38.947376395,-77.0203171775
MOTOR VEHICLE THEFT,6,38.9042068968,-77.0090690725
THEFT F/AUTO,1,38.9206830064,-77.0284596015
THEFT F/AUTO,5,38.9153958594,-76.9820919291
THEFT F/AUTO,5,38.9320429051,-76.9909612951
THEFT F/AUTO,5,38.9222166046,-76.9931402028
THEFT F/AUTO,5,38.9015468006,-76.9799376272
THEFT/OTHER,6,38.8892447156,-77.000575977
THEFT/OTHER,2,38.9051510928,-77.0639958956
ROBBERY,1,38.9295168861,-77.0327298633
THEFT F/AUTO,5,38.9013776378,-76.9789929211
THEFT/OTHER,4,38.9568625652,-77.0240590342
THEFT/OTHER,7,38.8926771093,-76.948980798
THEFT/OTHER,2,38.9096515756,-77.0332543444
THEFT F/AUTO,5,38.9122263843,-77.0065461382
THEFT F/AUTO,5,38.8999764193,-76.9824602061
MOTOR VEHICLE THEFT,3,38.9247029116,-77.0809356625
THEFT/OTHER,8,38.8229262554,-77.0019425343
ROBBERY,6,38.8765259634,-77.009097938
HOMICIDE,8,38.8206698736,-77.0090212692
ASSAULT W/DANGEROUS WEAPON,1,38.9147340654,-77.0150068121
THEFT F/AUTO,1,38.9364876308,-77.0335810498
MOTOR VEHICLE THEFT,5,38.9013776378,-76.9789929211
THEFT F/AUTO,2,38.9051968264,-77.0606731533
THEFT F/AUTO,5,38.9032035838,-76.9813676437
THEFT/OTHER,4,38.9551538951,-77.0315601195
THEFT/OTHER,6,38.8794732425,-77.0237910334
THEFT F/AUTO,4,38.9803825187,-77.0348820022
THEFT F/AUTO,6,38.9025200206,-77.0169168373
ASSAULT W/DANGEROUS WEAPON,7,38.9001851952,-76.9382713195
THEFT/OTHER,4,38.9619795615,-77.0279498335
THEFT/OTHER,6,38.8824977119,-77.0013029339
THEFT/OTHER,6,38.9002074169,-77.0106188799
THEFT/OTHER,6,38.879813272,-76.9867739886
THEFT F/AUTO,2,38.9097908096,-77.06535769
THEFT F/AUTO,4,38.974363201,-77.0152117451
MOTOR VEHICLE THEFT,7,38.8838084536,-76.9298213905
ROBBERY,8,38.8428272932,-76.9908684067
ROBBERY,6,38.8941806556,-76.9949625907
THEFT F/AUTO,7,38.8963053556,-76.9561517906
ROBBERY,6,38.8967278782,-77.0005710805
MOTOR VEHICLE THEFT,4,38.9790023343,-77.0543388348
HOMICIDE,7,38.8594775631,-76.9676370731
THEFT F/AUTO,7,38.8992022167,-76.9519083736
THEFT F/AUTO,7,38.8603125815,-76.9658374528
ROBBERY,5,38.9171883705,-76.9800714834
ROBBERY,7,38.8975175641,-76.9384709837
THEFT F/AUTO,7,38.9029775532,-76.9321880537
MOTOR VEHICLE THEFT,4,38.9613130419,-77.0189635763
THEFT/OTHER,1,38.9148300832,-77.0219181528
THEFT/OTHER,2,38.9145432398,-77.0189288864
THEFT/OTHER,6,38.9025200206,-77.0169168373
THEFT/OTHER,4,38.9461242026,-77.0304623114
THEFT/OTHER,8,38.8408513934,-76.9777989693
THEFT F/AUTO,2,38.9122267473,-77.0592934376
THEFT/OTHER,2,38.9059098984,-77.0683912582
THEFT/OTHER,2,38.9007694106,-77.0336435499
THEFT F/AUTO,5,38.9210705313,-76.9590577483
THEFT F/AUTO,7,38.8934051158,-76.9426103796
THEFT F/AUTO,8,38.8660884277,-76.9774891236
MOTOR VEHICLE THEFT,1,38.9287433544,-77.033639334
THEFT F/AUTO,1,38.9185437629,-77.0449271341
THEFT F/AUTO,7,38.9067085151,-76.9357824978
THEFT F/AUTO,7,38.8826884906,-76.9339712319
MOTOR VEHICLE THEFT,7,38.8997285536,-76.9382560148
THEFT F/AUTO,2,38.9118633146,-77.0180103784
THEFT F/AUTO,2,38.9133532304,-77.0408097194
THEFT F/AUTO,2,38.9025259599,-77.0499774104
THEFT F/AUTO,5,38.9245894783,-76.9531331516
THEFT F/AUTO,2,38.9100127349,-77.0365229839
THEFT F/AUTO,5,38.9223518369,-76.9834294863
THEFT F/AUTO,8,38.8635345572,-76.9739720394
THEFT F/AUTO,4,38.941868712,-77.0351906357
THEFT/OTHER,7,38.8944740251,-76.9496254665
THEFT F/AUTO,2,38.9068529006,-77.0418276116
THEFT F/AUTO,7,38.8652772555,-76.9706402247
ASSAULT W/DANGEROUS WEAPON,4,38.9594482424,-77.0189657338
THEFT/OTHER,4,38.9746127853,-77.0179881551
THEFT F/AUTO,6,38.9056424003,-77.007474088
MOTOR VEHICLE THEFT,1,38.9334670206,-77.0297253272
ROBBERY,8,38.8638905458,-76.9720333508
MOTOR VEHICLE THEFT,5,38.9345928151,-76.9750079001
THEFT F/AUTO,1,38.9209673757,-77.0351642927
ROBBERY,2,38.9137112959,-77.0239679158
MOTOR VEHICLE THEFT,4,38.9653880793,-77.0027084954
THEFT/OTHER,1,38.9238698908,-77.0408755892
SEX ABUSE,5,38.9223683949,-76.9623759734
THEFT/OTHER,7,38.8997426876,-76.9258890481
THEFT/OTHER,1,38.9306002081,-77.0318135912
ROBBERY,4,38.9547725579,-77.0222382435
THEFT F/AUTO,8,38.8540837761,-76.9722143649
THEFT/OTHER,7,38.8748873086,-76.9656012603
THEFT/OTHER,1,38.9191858993,-77.0332840438
THEFT F/AUTO,2,38.908700341,-77.03554391
ROBBERY,5,38.942326089,-76.9772797832
THEFT/OTHER,1,38.9182560403,-77.0444469113
THEFT/OTHER,1,38.9328264152,-77.0308641087
THEFT/OTHER,2,38.9050559114,-77.0682289179
THEFT/OTHER,2,38.9086179637,-77.0639820577
THEFT/OTHER,1,38.9295168861,-77.0327298633
THEFT F/AUTO,5,38.9435677698,-76.9856706965
THEFT/OTHER,2,38.8967373853,-77.0280860049
MOTOR VEHICLE THEFT,5,38.907642221,-76.9994649192
MOTOR VEHICLE THEFT,8,38.8408513934,-76.9777989693
THEFT/OTHER,6,38.9010907257,-76.9862972651
THEFT/OTHER,7,38.8902532948,-76.9555232751
ASSAULT W/DANGEROUS WEAPON,1,38.9359675081,-77.0212125411
THEFT F/AUTO,4,38.9517588105,-77.0128371958
ROBBERY,7,38.8843298418,-76.9477116462
THEFT F/AUTO,5,38.94286231,-76.989757156
THEFT F/AUTO,6,38.9031222915,-77.0090637467
THEFT F/AUTO,5,38.9064316323,-76.9813430502
THEFT F/AUTO,5,38.9142137824,-76.9860296578
THEFT/OTHER,1,38.9296546396,-77.031355425
THEFT/OTHER,7,38.8911251955,-76.9385860009
THEFT F/AUTO,5,38.9252420619,-77.0080637117
THEFT F/AUTO,8,38.8633238064,-76.9890583383
BURGLARY,4,38.9578132629,-77.0296942916
MOTOR VEHICLE THEFT,6,38.9060439932,-77.0058844882
THEFT/OTHER,5,38.914080723,-77.0106024967
THEFT/OTHER,1,38.9162802028,-77.0239665883
MOTOR VEHICLE THEFT,8,38.8325271937,-76.99113859
THEFT F/AUTO,4,38.9855815381,-77.0319833402
THEFT F/AUTO,2,38.9154096776,-77.046302846
ROBBERY,6,38.8792829261,-77.0168892006
ROBBERY,1,38.9333294601,-77.0238453343
THEFT/OTHER,2,38.9049076407,-77.0259863348
THEFT F/AUTO,2,38.911251626,-77.0661166659
ROBBERY,7,38.8603125815,-76.9658374528
THEFT F/AUTO,5,38.9340956886,-76.969148721
THEFT F/AUTO,2,38.9068050421,-77.0621304407
THEFT/OTHER,4,38.9577954916,-77.0016979799
THEFT/OTHER,4,38.9694518736,-77.027308864
THEFT/OTHER,5,38.9172864211,-76.9751125549
MOTOR VEHICLE THEFT,1,38.9162802028,-77.0239665883
ASSAULT W/DANGEROUS WEAPON,8,38.8574916758,-76.9726458339
THEFT/OTHER,8,38.8256007292,-77.0070500677
THEFT F/AUTO,7,38.9067085151,-76.9357824978
THEFT F/AUTO,7,38.9046682258,-76.9358046256
THEFT/OTHER,1,38.9194691988,-77.0250298117
THEFT F/AUTO,4,38.9503101917,-77.0254732533
THEFT F/AUTO,4,38.9822810307,-77.0305909917
ROBBERY,5,38.8989945496,-76.9769899359
THEFT/OTHER,2,38.9093648355,-77.0441466713
THEFT F/AUTO,5,38.9197047437,-77.0121493447
THEFT F/AUTO,5,38.9181034816,-77.0027721964
THEFT F/AUTO,5,38.9307114844,-76.9648121028
THEFT F/AUTO,1,38.9267836123,-77.0360030382
MOTOR VEHICLE THEFT,2,38.9107573546,-77.0416679058
THEFT/OTHER,6,38.8783514588,-77.0240773938
THEFT/OTHER,3,38.9599119666,-77.085288276
THEFT F/AUTO,2,38.9103855335,-77.0355385237
THEFT F/AUTO,1,38.9286320007,-77.0286064731
THEFT F/AUTO,8,38.8366790556,-77.0051259569
THEFT F/AUTO,7,38.905370969,-76.934756498
THEFT F/AUTO,2,38.9155740736,-77.0437472858
BURGLARY,5,38.9034786319,-76.9751927705
MOTOR VEHICLE THEFT,1,38.9338536515,-77.0317998184
THEFT/OTHER,1,38.9250253546,-77.0241602707
MOTOR VEHICLE THEFT,8,38.8775257435,-76.997854457
THEFT F/AUTO,2,38.9079088435,-77.0239664272
MOTOR VEHICLE THEFT,4,38.950171126,-77.0197727682
ASSAULT W/DANGEROUS WEAPON,7,38.9128538903,-76.9389233455
THEFT F/AUTO,1,38.9186485641,-77.0319518232
THEFT F/AUTO,8,38.8682296065,-76.986094232
THEFT/OTHER,6,38.8961219782,-77.0102451244
ROBBERY,1,38.9186296662,-77.0364984536
THEFT F/AUTO,1,38.9274234236,-77.0229925974
THEFT/OTHER,8,38.8617334099,-76.9814903344
THEFT F/AUTO,1,38.9158531606,-77.0209300508
THEFT F/AUTO,4,38.9540867754,-77.0315614929
THEFT F/AUTO,5,38.9198458716,-76.9528994141
THEFT/OTHER,3,38.9599119666,-77.085288276
THEFT F/AUTO,5,38.9437326138,-76.9762272034
THEFT F/AUTO,6,38.873808177,-77.0090828481
ASSAULT W/DANGEROUS WEAPON,5,38.9129981319,-76.9847834712
THEFT F/AUTO,5,38.9108669157,-76.9860396527
BURGLARY,3,38.9431568998,-77.066308786
THEFT F/AUTO,7,38.8663755975,-76.9483979603
ROBBERY,4,38.957637775,-76.9921348759
MOTOR VEHICLE THEFT,7,38.8943164479,-76.9473316498
THEFT/OTHER,4,38.9694518736,-77.027308864
SEX ABUSE,5,38.9059570343,-76.9862663545
MOTOR VEHICLE THEFT,5,38.9457656311,-76.990238696
THEFT/OTHER,2,38.9056013366,-77.0628222912
THEFT F/AUTO,6,38.9051637874,-77.0058848768
THEFT/OTHER,7,38.9034820677,-76.9229428261
THEFT/OTHER,6,38.8967259868,-76.9995105354
THEFT/OTHER,2,38.9148320978,-77.0473405702
THEFT F/AUTO,8,38.8770044023,-77.004353141
ASSAULT W/DANGEROUS WEAPON,7,38.8798611701,-76.9321773402
THEFT/OTHER,6,38.9031204801,-76.9995071482
THEFT/OTHER,1,38.928171804,-77.0325902763
THEFT/OTHER,2,38.9056991277,-77.032093941
THEFT/OTHER,7,38.8828539651,-76.9421036493
THEFT/OTHER,5,38.9456184874,-77.0064113544
MOTOR VEHICLE THEFT,6,38.8808850123,-76.986881665
MOTOR VEHICLE THEFT,4,38.9383064395,-77.0190190505
MOTOR VEHICLE THEFT,5,38.9034786319,-76.9751927705
BURGLARY,1,38.9269862279,-77.0244342566
ASSAULT W/DANGEROUS WEAPON,7,38.8932370658,-76.9817668942
THEFT F/AUTO,7,38.8866496916,-76.9182212671
ASSAULT W/DANGEROUS WEAPON,1,38.9358840261,-77.0364500776
ASSAULT W/DANGEROUS WEAPON,7,38.8751522675,-76.9647680496
BURGLARY,1,38.9358840261,-77.0364500776
THEFT F/AUTO,8,38.8635345572,-76.9739720394
THEFT F/AUTO,5,38.9166367605,-77.0020312802
THEFT/OTHER,4,38.9894705288,-77.0432840915
THEFT F/AUTO,4,38.9637265878,-77.0096938407
MOTOR VEHICLE THEFT,5,38.9186415805,-77.0005687191
THEFT F/AUTO,4,38.938148387,-77.024583415
MOTOR VEHICLE THEFT,4,38.9376067952,-77.026696538
THEFT F/AUTO,5,38.9367075708,-76.9907956504
MOTOR VEHICLE THEFT,1,38.9321703091,-77.0302948823
THEFT F/AUTO,4,38.9537846761,-77.0170922509
THEFT F/AUTO,7,38.890931459,-76.9829309913
THEFT/OTHER,1,38.9295168861,-77.0327298633
THEFT/OTHER,3,38.9359558622,-77.0977399973
ROBBERY,4,38.966848724,-77.0349012254
THEFT/OTHER,4,38.9694518736,-77.027308864
MOTOR VEHICLE THEFT,6,38.8977435309,-76.9892783128
THEFT F/AUTO,5,38.9159243466,-77.0035074287
THEFT/OTHER,2,38.9140897635,-77.0425454768
MOTOR VEHICLE THEFT,5,38.9181055502,-77.0106643253
THEFT/OTHER,3,38.9348242806,-77.0580805327
THEFT F/AUTO,2,38.9081381756,-77.0416761758
THEFT/OTHER,2,38.905199041,-77.0408563583
THEFT/OTHER,6,38.8967345505,-77.0151797448
THEFT F/AUTO,5,38.9191747995,-77.012844822
THEFT/OTHER,3,38.9448686362,-77.0639158491
THEFT/OTHER,5,38.9050678489,-76.9901172157
HOMICIDE,7,38.8994441668,-76.9457080498
MOTOR VEHICLE THEFT,1,38.9246921769,-77.0384674482
THEFT F/AUTO,7,38.9036293603,-76.9359285727
THEFT F/AUTO,7,38.8757157759,-76.9389398323
THEFT F/AUTO,7,38.8689782666,-76.9534447307
THEFT/OTHER,5,38.9054203459,-76.986516408
THEFT F/AUTO,2,38.9133529895,-77.0374961266
ROBBERY,7,38.8909013047,-76.9772558165
THEFT F/AUTO,1,38.9205103719,-77.033360078
MOTOR VEHICLE THEFT,5,38.9079770622,-77.000244425
MOTOR VEHICLE THEFT,2,38.9060635505,-77.04168338
MOTOR VEHICLE THEFT,1,38.9348694723,-77.0240756033
MOTOR VEHICLE THEFT,7,38.8831988817,-76.9253213948
ASSAULT W/DANGEROUS WEAPON,8,38.8565493593,-76.978022206
BURGLARY,3,38.9419019008,-77.0913661937
MOTOR VEHICLE THEFT,7,38.8775881262,-76.9356637694
THEFT F/AUTO,7,38.8561491861,-76.9650194879
ASSAULT W/DANGEROUS WEAPON,8,38.848136645,-76.9761390018
THEFT/OTHER,8,38.8578788663,-76.9690703676
THEFT F/AUTO,7,38.8744061378,-76.9368403198
ASSAULT W/DANGEROUS WEAPON,7,38.8617110163,-76.951063954
THEFT F/AUTO,5,38.91265961,-76.9937231684
MOTOR VEHICLE THEFT,5,38.9062031301,-76.9794323764
THEFT/OTHER,7,38.9066615961,-76.9528191142
ASSAULT W/DANGEROUS WEAPON,5,38.9462712164,-76.998748956
THEFT F/AUTO,5,38.9345907902,-76.9681610993
THEFT/OTHER,1,38.9350764765,-77.0429493439
THEFT F/AUTO,2,38.903422496,-77.0619605582
THEFT F/AUTO,7,38.8568677725,-76.9601886885
THEFT F/AUTO,8,38.8458328906,-76.9992974347
THEFT/OTHER,2,38.9159286783,-77.0319536026
MOTOR VEHICLE THEFT,5,38.9462183028,-77.0055502708
THEFT/OTHER,1,38.928171804,-77.0325902763
THEFT F/AUTO,4,38.9637718914,-77.0149070602
THEFT/OTHER,2,38.9072434956,-77.0477224591
THEFT F/AUTO,7,38.9006656885,-76.9379076469
THEFT F/AUTO,2,38.904908695,-77.0240062317
THEFT F/AUTO,4,38.938148387,-77.024583415
THEFT F/AUTO,2,38.9056013366,-77.0628222912
THEFT F/AUTO,1,38.9330096225,-77.0387961431
MOTOR VEHICLE THEFT,3,38.9596844203,-77.0690415564
THEFT F/AUTO,3,38.9515608227,-77.0810228019
THEFT F/AUTO,4,38.9675039495,-77.0287368905
THEFT/OTHER,1,38.9186485641,-77.0319518232
THEFT/OTHER,3,38.9487916125,-77.0787458915
THEFT F/AUTO,3,38.9510702487,-77.0675264367
MOTOR VEHICLE THEFT,1,38.9201252331,-77.041859151
THEFT F/AUTO,5,38.9222166046,-76.9931402028
MOTOR VEHICLE THEFT,8,38.8770044023,-77.004353141
THEFT F/AUTO,6,38.9037315487,-77.007475963
MOTOR VEHICLE THEFT,1,38.9194691988,-77.0250298117
THEFT/OTHER,2,38.9064431688,-77.0280850996
THEFT/OTHER,6,38.9002009211,-76.9892742544
THEFT/OTHER,2,38.8991297051,-77.0219165566
THEFT F/AUTO,3,38.9610203349,-77.0786163304
THEFT/OTHER,4,38.940277387,-77.0251020575
MOTOR VEHICLE THEFT,1,38.9360400986,-77.0227371295
THEFT/OTHER,6,38.9010492861,-77.0063797958
THEFT F/AUTO,4,38.9500912211,-77.0149269258
MOTOR VEHICLE THEFT,4,38.9529281051,-77.0265990223
THEFT F/AUTO,5,38.9323665691,-76.9955767005
THEFT/OTHER,6,38.8860405603,-76.9973186768
THEFT F/AUTO,3,38.9375250792,-77.0596503545
THEFT F/AUTO,2,38.9118633146,-77.0180103784
BURGLARY,7,38.8775843035,-76.9312615719
