OFFENSE,WARD,LATITUDE,LONGITUDE
THEFT/OTHER,5,38.93594577,-76.9924884793
THEFT F/AUTO,4,38.9667103382,-77.0275516322
THEFT F/AUTO,2,38.9056459466,-77.0334911294
THEFT F/AUTO,7,38.8612067147,-76.9589109527
THEFT F/AUTO,2,38.8973329796,-77.0194147108
THEFT/OTHER,2,38.9052457859,-77.0575593157
THEFT/OTHER,5,38.9126047959,-77.0167663385
THEFT F/AUTO,3,38.937745722,-77.071775625
THEFT F/AUTO,1,38.9336289539,-77.0207060956
SEX ABUSE,7,38.898371996,-76.9445902659
THEFT/OTHER,5,38.9111150641,-77.0035739508
THEFT/OTHER,2,38.9093648355,-77.0441466713
MOTOR VEHICLE THEFT,1,38.9263917309,-77.0228419968
ASSAULT W/DANGEROUS WEAPON,8,38.8285301041,-76.9919078228
ROBBERY,8,38.8447731896,-76.9784234859
THEFT/OTHER,5,38.9201570109,-76.9903059701
THEFT/OTHER,5,38.9171883705,-76.9800714834
THEFT F/AUTO,6,38.9010907257,-76.9862972651
HOMICIDE,7,38.9039688291,-76.9472062055
THEFT F/AUTO,6,38.9037247153,-76.994358269
THEFT F/AUTO,7,38.9014910678,-76.9397931101
THEFT/OTHER,2,38.8960181546,-77.0473467599
THEFT/OTHER,6,38.8778666066,-77.0176347386
BURGLARY,6,38.8909347471,-76.9973094311
THEFT/OTHER,4,38.9534936698,-77.0276535855
THEFT/OTHER,1,38.9325673709,-77.0346008373
THEFT F/AUTO,7,38.8561491861,-76.9650194879
THEFT/OTHER,6,38.8851343032,-76.9973154556
THEFT/OTHER,6,38.8802813797,-77.0151865019
THEFT F/AUTO,8,38.8647234666,-76.9887941006
THEFT/OTHER,5,38.9201570109,-76.9903059701
ROBBERY,7,38.8689186523,-76.9594761766
THEFT/OTHER,7,38.8746003655,-76.9533292792
ROBBERY,8,38.8444744782,-76.9763947908
MOTOR VEHICLE THEFT,6,38.9031608206,-76.9931967967
THEFT/OTHER,2,38.9049090881,-77.0189244852
THEFT/OTHER,1,38.9306002081,-77.0318135912
ROBBERY,2,38.9107562512,-77.034555897
THEFT/OTHER,1,38.9238698908,-77.0408755892
MOTOR VEHICLE THEFT,7,38.8826884906,-76.9339712319
THEFT F/AUTO,7,38.8897782316,-76.9413941594
MOTOR VEHICLE THEFT,6,38.8778666066,-77.0176347386
MOTOR VEHICLE THEFT,7,38.8862441259,-76.9814915161
MOTOR VEHICLE THEFT,7,38.9056313452,-76.925684201
THEFT F/AUTO,5,38.9323665691,-76.9955767005
BURGLARY,5,38.9223699147,-76.967436938
ROBBERY,4,38.9619795615,-77.0279498335
THEFT/OTHER,1,38.9181127012,-77.0307864786
THEFT F/AUTO,4,38.9392138366,-77.0248272764
THEFT F/AUTO,1,38.9186859658,-77.0459530405
THEFT F/AUTO,2,38.9096453312,-77.0254838649
THEFT F/AUTO,2,38.903422496,-77.0619605582
THEFT/OTHER,8,38.8438842047,-76.9789192984
THEFT/OTHER,1,38.9238698908,-77.0408755892
THEFT/OTHER,2,38.9045261865,-77.0326140595
MOTOR VEHICLE THEFT,5,38.9117675751,-77.002035177
BURGLARY,2,38.9126089899,-77.0374991945
THEFT/OTHER,1,38.916996806,-77.0265135526
MOTOR VEHICLE THEFT,5,38.914818373,-76.9721612395
THEFT/OTHER,2,38.9111305552,-77.0441613696
THEFT F/AUTO,6,38.8792853408,-77.0182151353
THEFT F/AUTO,4,38.9484109642,-77.0215007222
THEFT F/AUTO,1,38.918792037,-77.024633361
MOTOR VEHICLE THEFT,8,38.8395293249,-76.9900290768
THEFT/OTHER,2,38.905199041,-77.0408563583
THEFT/OTHER,6,38.9002045591,-77.0013046493
THEFT/OTHER,4,38.940277387,-77.0251020575
ASSAULT W/DANGEROUS WEAPON,1,38.9161135692,-77.021548524
THEFT/OTHER,2,38.914749664,-77.0455463575
MOTOR VEHICLE THEFT,6,38.9056424003,-77.007474088
THEFT F/AUTO,1,38.9175583612,-77.02498786
THEFT F/AUTO,2,38.9111305552,-77.0441613696
THEFT F/AUTO,5,38.9234384072,-76.9731695752
ROBBERY,7,38.8732016065,-76.9699922042
ASSAULT W/DANGEROUS WEAPON,8,38.8424084336,-76.986465355
ASSAULT W/DANGEROUS WEAPON,7,38.8913906815,-76.950354178
THEFT/OTHER,3,38.9348242806,-77.0580805327
THEFT/OTHER,3,38.9599119666,-77.085288276
THEFT/OTHER,8,38.8660884277,-76.9774891236
THEFT F/AUTO,1,38.9244003267,-77.0255752829
THEFT/OTHER,2,38.9003636152,-77.0265265073
MOTOR VEHICLE THEFT,4,38.9435361235,-77.0234235596
THEFT F/AUTO,5,38.9367075708,-76.9907956504
THEFT F/AUTO,8,38.8530336978,-76.9687506616
THEFT F/AUTO,4,38.9422392069,-77.0435316792
MOTOR VEHICLE THEFT,6,38.8827236612,-76.9955773014
THEFT F/AUTO,1,38.9237632105,-77.0288742543
THEFT/OTHER,4,38.9500912211,-77.0149269258
MOTOR VEHICLE THEFT,5,38.9215847053,-76.9937555941
MOTOR VEHICLE THEFT,6,38.8813569982,-76.9880617567
ASSAULT W/DANGEROUS WEAPON,1,38.9224291118,-77.030857533
MOTOR VEHICLE THEFT,8,38.8755585787,-77.0058639965
THEFT/OTHER,2,38.8991297051,-77.0219165566
THEFT F/AUTO,7,38.9034820677,-76.9229428261
MOTOR VEHICLE THEFT,7,38.8965913592,-76.9792359499
THEFT/OTHER,1,38.9159166696,-77.0219119142
THEFT F/AUTO,5,38.910117116,-76.9941033
ASSAULT W/DANGEROUS WEAPON,6,38.8989077821,-76.9973076318
BURGLARY,6,38.8819958778,-76.9949767181
MOTOR VEHICLE THEFT,8,38.8447731896,-76.9784234859
THEFT/OTHER,6,38.9025200206,-77.0169168373
THEFT F/AUTO,5,38.9353534759,-76.9912177356
THEFT/OTHER,6,38.8961219782,-77.0102451244
MOTOR VEHICLE THEFT,6,38.8832309303,-76.9949741689
THEFT F/AUTO,3,38.9396905773,-77.0724181001
THEFT F/AUTO,5,38.9367075708,-76.9907956504
THEFT/OTHER,2,38.9064383765,-77.0628521974
THEFT/OTHER,6,38.879813272,-76.9867739886
THEFT/OTHER,3,38.9361950358,-77.0588766912
ROBBERY,7,38.8931854304,-76.9372674874
THEFT F/AUTO,2,38.9125860494,-77.0741891796
HOMICIDE,7,38.8819943225,-76.9592317278
MOTOR VEHICLE THEFT,1,38.9275813517,-77.0311118663
THEFT/OTHER,1,38.9231604368,-77.0320860008
THEFT F/AUTO,1,38.9281360887,-77.029707651
ASSAULT W/DANGEROUS WEAPON,8,38.8287041339,-77.0020747667
THEFT F/AUTO,1,38.928581769,-77.0231621573
THEFT/OTHER,1,38.9331679397,-77.0317988206
THEFT/OTHER,6,38.879813272,-76.9867739886
THEFT/OTHER,8,38.8452974283,-76.9972332803
MOTOR VEHICLE THEFT,5,38.9064678888,-76.9988836239
MOTOR VEHICLE THEFT,1,38.9354757816,-77.0358294589
THEFT F/AUTO,7,38.8939298677,-76.9230774071
THEFT/OTHER,2,38.9126089899,-77.0374991945
SEX ABUSE,5,38.9012753565,-76.9826084878
THEFT F/AUTO,7,38.8568676747,-76.9615087344
THEFT F/AUTO,4,38.9397399713,-77.0336318346
THEFT F/AUTO,5,38.9387643328,-76.9950624433
THEFT F/AUTO,5,38.9209329952,-76.9971570051
MOTOR VEHICLE THEFT,6,38.9037338029,-77.0175499408
THEFT F/AUTO,6,38.8813569982,-76.9880617567
ROBBERY,2,38.9099131591,-77.0592453951
MOTOR VEHICLE THEFT,4,38.978847118,-77.0264419309
MOTOR VEHICLE THEFT,6,38.8784086318,-77.0194005726
THEFT/OTHER,6,38.9078254892,-77.0035141787
THEFT/OTHER,1,38.9296546396,-77.031355425
THEFT F/AUTO,4,38.9619795615,-77.0279498335
THEFT F/AUTO,4,38.9827435903,-77.0316531312
THEFT F/AUTO,5,38.9264267856,-76.9565547802
THEFT/OTHER,2,38.8983113663,-77.0307877317
THEFT/OTHER,2,38.9137210208,-77.0384792877
THEFT F/AUTO,2,38.9152023543,-77.0365052323
THEFT F/AUTO,1,38.917236462,-77.0229457261
THEFT/OTHER,3,38.9413680608,-77.0701212474
THEFT/OTHER,7,38.8967767648,-76.9408976637
THEFT/OTHER,5,38.9201570109,-76.9903059701
ASSAULT W/DANGEROUS WEAPON,6,38.8778666066,-77.0176347386
THEFT F/AUTO,2,38.9036984368,-77.06277646
THEFT/OTHER,5,38.9452502701,-76.9802648181
THEFT/OTHER,1,38.9238698908,-77.0408755892
THEFT/OTHER,4,38.9748378665,-77.014324859
THEFT/OTHER,7,38.8689186523,-76.9594761766
ROBBERY,6,38.902520725,-77.0209124198
THEFT F/AUTO,1,38.932367918,-77.0427906271
SEX ABUSE,1,38.9232372164,-77.0460179
BURGLARY,2,38.9099435792,-77.0571313158
THEFT/OTHER,1,38.9150583337,-77.0171978148
THEFT/OTHER,3,38.9340623694,-77.0724217259
THEFT/OTHER,7,38.9066462305,-76.9269770737
BURGLARY,5,38.9120238736,-76.9847336382
THEFT/OTHER,4,38.9552819837,-77.0231237621
THEFT/OTHER,4,38.9619795615,-77.0279498335
ROBBERY,1,38.928581769,-77.0231621573
THEFT F/AUTO,6,38.8819620685,-77.0229499416
THEFT/OTHER,2,38.9111266917,-77.0332539945
THEFT/OTHER,8,38.8770044023,-77.004353141
THEFT/OTHER,1,38.9191801261,-77.0254260409
ASSAULT W/DANGEROUS WEAPON,8,38.8541724053,-76.9884242906
THEFT F/AUTO,7,38.8880978433,-76.9514099705
THEFT/OTHER,5,38.9201570109,-76.9903059701
THEFT F/AUTO,6,38.8794732425,-77.0237910334
THEFT F/AUTO,4,38.9655472118,-77.0233264832
THEFT F/AUTO,2,38.8978255465,-77.0189288311
THEFT F/AUTO,7,38.8892353053,-76.9789933305
ASSAULT W/DANGEROUS WEAPON,5,38.9202276909,-76.9785485963
BURGLARY,8,38.8724696241,-76.9727279036
THEFT F/AUTO,5,38.9452481445,-76.9877807804
THEFT/OTHER,6,38.9002033642,-76.9973048161
THEFT F/AUTO,5,38.9027921809,-76.9768791887
THEFT F/AUTO,8,38.8251994209,-77.0101641251
THEFT/OTHER,7,38.8875085125,-76.9341680289
ROBBERY,3,38.9535848857,-77.082064574
ASSAULT W/DANGEROUS WEAPON,7,38.8983466776,-76.9244690225
MOTOR VEHICLE THEFT,1,38.9291900313,-77.0276258227
THEFT/OTHER,2,38.9079053723,-77.0219167167
ASSAULT W/DANGEROUS WEAPON,8,38.8646640502,-76.9775289645
SEX ABUSE,8,38.8473565183,-77.0055045186
THEFT F/AUTO,6,38.9056424003,-77.007474088
THEFT/OTHER,1,38.9321703091,-77.0302948823
THEFT F/AUTO,7,38.8847280662,-76.9822161421
MOTOR VEHICLE THEFT,7,38.8922678305,-76.9377593421
THEFT/OTHER,4,38.9573097256,-77.0269917774
THEFT/OTHER,1,38.9259430478,-77.037431938
THEFT F/AUTO,5,38.9312267245,-77.013912434
THEFT/OTHER,6,38.8927943897,-76.9937591515
THEFT/OTHER,8,38.8511391847,-76.9872241002
THEFT/OTHER,4,38.9626947304,-77.0009384127
THEFT F/AUTO,7,38.8911252022,-76.9339001419
THEFT/OTHER,2,38.9045261865,-77.0326140595
THEFT/OTHER,1,38.9297870531,-77.038333992
THEFT/OTHER,5,38.9201570109,-76.9903059701
THEFT/OTHER,7,38.8911251955,-76.9385860009
ASSAULT W/DANGEROUS WEAPON,8,38.8617334099,-76.9814903344
THEFT/OTHER,6,38.8802813797,-77.0151865019
THEFT/OTHER,1,38.9182560403,-77.0444469113
THEFT F/AUTO,4,38.9655430254,-77.0276542224
THEFT F/AUTO,6,38.8995562621,-76.9961682831
THEFT F/AUTO,5,38.9312267245,-77.013912434
ASSAULT W/DANGEROUS WEAPON,7,38.876234068,-76.9311650307
THEFT/OTHER,5,38.9529290692,-77.0090483907
THEFT/OTHER,1,38.9345687303,-77.0318005987
THEFT F/AUTO,4,38.9680823234,-77.0274253467
THEFT/OTHER,1,38.9238698908,-77.0408755892
ROBBERY,5,38.9131849045,-77.0175722139
THEFT/OTHER,6,38.9013241815,-77.0028020946
MOTOR VEHICLE THEFT,5,38.9054203459,-76.986516408
THEFT F/AUTO,1,38.9254750172,-77.0420767924
MOTOR VEHICLE THEFT,1,38.9194691988,-77.0250298117
THEFT F/AUTO,7,38.8831282014,-76.9299696428
MOTOR VEHICLE THEFT,4,38.9466591592,-77.0345145836
THEFT F/AUTO,3,38.9527019967,-77.0684738781
THEFT F/AUTO,5,38.8995348016,-76.9732778229
MOTOR VEHICLE THEFT,7,38.9026571985,-76.9286429402
THEFT/OTHER,6,38.9001986979,-76.9869062421
THEFT F/AUTO,2,38.9118666217,-77.0399189747
THEFT F/AUTO,5,38.9194659326,-77.0005679185
THEFT F/AUTO,1,38.9360400986,-77.0227371295
THEFT F/AUTO,7,38.8943164479,-76.9473316498
THEFT/OTHER,4,38.9560512273,-77.0012618299
THEFT/OTHER,1,38.9318434576,-77.0297104643
ASSAULT W/DANGEROUS WEAPON,1,38.928171804,-77.0325902763
THEFT F/AUTO,2,38.9072382311,-77.0249751364
THEFT/OTHER,7,38.8854755628,-76.9544794517
ROBBERY,5,38.9264267856,-76.9565547802
SEX ABUSE,6,38.9051637874,-77.0058848768
THEFT F/AUTO,1,38.9237632105,-77.0288742543
ASSAULT W/DANGEROUS WEAPON,6,38.9002009211,-76.9892742544
THEFT/OTHER,2,38.8983139331,-77.0288490823
THEFT F/AUTO,5,38.9025976649,-76.9857244648
THEFT F/AUTO,1,38.9321408898,-77.0225578105
THEFT F/AUTO,6,38.8812805124,-77.0214297831
THEFT/OTHER,7,38.884967265,-76.9307275011
THEFT/OTHER,4,38.9552819837,-77.0231237621
MOTOR VEHICLE THEFT,6,38.9031204801,-76.9995071482
ROBBERY,3,38.9350777081,-77.0726914964
MOTOR VEHICLE THEFT,1,38.9166434001,-77.0319509248
ROBBERY,2,38.9100139959,-77.0384880105
MOTOR VEHICLE THEFT,4,38.9392090053,-77.0297051135
THEFT/OTHER,2,38.9126083212,-77.0481696168
MOTOR VEHICLE THEFT,6,38.9005234588,-77.0171896993
MOTOR VEHICLE THEFT,8,38.8465377272,-76.9815533837
ASSAULT W/DANGEROUS WEAPON,5,38.9242387947,-76.9979039234
MOTOR VEHICLE THEFT,4,38.9474816984,-77.0169473487
THEFT F/AUTO,5,38.9500980115,-77.0068065293
ROBBERY,1,38.9223287578,-77.0463959028
THEFT F/AUTO,7,38.9008701974,-76.9459178177
BURGLARY,5,38.9032035838,-76.9813676437
THEFT/OTHER,3,38.9473144061,-77.0653443342
THEFT F/AUTO,7,38.8982570017,-76.9819227365
THEFT F/AUTO,4,38.9671403523,-77.011675099
MOTOR VEHICLE THEFT,5,38.9015468006,-76.9799376272
BURGLARY,2,38.9076510065,-77.0453005136
MOTOR VEHICLE THEFT,4,38.9870004946,-77.034878317
MOTOR VEHICLE THEFT,4,38.9542119921,-77.0230717294
MOTOR VEHICLE THEFT,4,38.9376064649,-77.0257596088
MOTOR VEHICLE THEFT,8,38.8296434693,-77.0005687013
MOTOR VEHICLE THEFT,2,38.9137215462,-77.0319535362
THEFT/OTHER,5,38.9201570109,-76.9903059701
THEFT/OTHER,2,38.900698828,-77.0494760323
MOTOR VEHICLE THEFT,5,38.9291504511,-76.960096837
THEFT/OTHER,5,38.9323640917,-76.996990814
ASSAULT W/DANGEROUS WEAPON,8,38.8280298728,-77.0005658093
ROBBERY,5,38.943581415,-77.0069219516
THEFT F/AUTO,7,38.8897870573,-76.9580556016
THEFT F/AUTO,8,38.8531334276,-76.9640406795
THEFT/OTHER,6,38.9028369113,-76.9937540073
THEFT F/AUTO,2,38.9038928459,-77.0591336379
THEFT F/AUTO,2,38.914089074,-77.0249785732
ASSAULT W/DANGEROUS WEAPON,7,38.874610442,-76.9670938752
THEFT F/AUTO,2,38.9153349803,-77.0444949033
ROBBERY,7,38.8916446159,-76.9529060902
THEFT F/AUTO,3,38.9162832626,-77.0954014505
THEFT F/AUTO,7,38.8826884906,-76.9339712319
THEFT/OTHER,4,38.946654085,-77.0297025634
ROBBERY,8,38.8472672105,-77.0016697409
THEFT/OTHER,1,38.9178191551,-77.0429515198
THEFT/OTHER,8,38.8477819906,-76.9719071694
ROBBERY,4,38.9632401974,-77.0296917066
THEFT F/AUTO,6,38.8914739113,-77.0020419753
ROBBERY,8,38.8630278199,-76.9802681957
ROBBERY,1,38.9291456501,-77.029707841
ROBBERY,7,38.8792322382,-76.943126825
MOTOR VEHICLE THEFT,2,38.9144622117,-77.0319532915
THEFT F/AUTO,4,38.9619795615,-77.0279498335
ROBBERY,8,38.8541724053,-76.9884242906
THEFT F/AUTO,7,38.861593807,-76.9495151233
THEFT/OTHER,6,38.879813272,-76.9867739886
MOTOR VEHICLE THEFT,4,38.9432549507,-77.0147423156
THEFT/OTHER,7,38.8594775631,-76.9676370731
THEFT F/AUTO,7,38.8707320286,-76.9589805111
MOTOR VEHICLE THEFT,2,38.909009713,-77.0641894817
ROBBERY,8,38.8356178655,-77.0019611354
ASSAULT W/DANGEROUS WEAPON,7,38.8785076287,-76.968237178
BURGLARY,7,38.8640810854,-76.9570593567
THEFT F/AUTO,7,38.8838084536,-76.9298213905
ROBBERY,6,38.8909340635,-76.9955690105
ROBBERY,8,38.8775337805,-76.9955786635
THEFT F/AUTO,1,38.9163378822,-77.0425490088
THEFT/OTHER,8,38.8574916758,-76.9726458339
ASSAULT W/DANGEROUS WEAPON,7,38.8776999936,-76.9300612997
THEFT F/AUTO,2,38.9085694363,-77.0477172356
THEFT/OTHER,2,38.9051510928,-77.0639958956
ROBBERY,6,38.8819967395,-76.9961826105
THEFT F/AUTO,1,38.9264972701,-77.0243693919
THEFT F/AUTO,1,38.9187758861,-77.0238910902
THEFT/OTHER,1,38.9295168861,-77.0327298633
THEFT F/AUTO,5,38.9323640917,-76.996990814
MOTOR VEHICLE THEFT,4,38.9499228344,-77.0136329829
THEFT F/AUTO,1,38.9172612211,-77.0408237172
ASSAULT W/DANGEROUS WEAPON,8,38.8316338907,-76.999893927
ROBBERY,4,38.9518734433,-77.0315624741
ASSAULT W/DANGEROUS WEAPON,8,38.8635345572,-76.9739720394
BURGLARY,6,38.8851343032,-76.9973154556
THEFT F/AUTO,6,38.9064480215,-77.0074007312
ROBBERY,6,38.8803661907,-76.9883105172
THEFT/OTHER,2,38.9045261865,-77.0326140595
THEFT F/AUTO,6,38.8981207916,-76.9926492415
THEFT/OTHER,5,38.9215847053,-76.9937555941
THEFT/OTHER,6,38.9060439932,-77.0058844882
THEFT/OTHER,7,38.8689186523,-76.9594761766
THEFT/OTHER,1,38.9274233965,-77.0217214713
ASSAULT W/DANGEROUS WEAPON,7,38.8767035411,-76.9422166234
ROBBERY,7,38.8921380821,-76.9513674509
MOTOR VEHICLE THEFT,4,38.957657725,-77.0072179868
THEFT/OTHER,3,38.9268556038,-77.0731878939
THEFT/OTHER,2,38.910017227,-77.0319531449
THEFT/OTHER,6,38.907238228,-77.0074918952
THEFT/OTHER,5,38.9090378691,-76.9839892311
THEFT F/AUTO,1,38.9183157549,-77.0183263472
THEFT/OTHER,7,38.8945868657,-76.9292327496
ASSAULT W/DANGEROUS WEAPON,5,38.9177791383,-77.0062360009
THEFT/OTHER,1,38.9186485641,-77.0319518232
THEFT/OTHER,6,38.8792841371,-77.0066682759
MOTOR VEHICLE THEFT,7,38.8831748921,-76.9379860275
THEFT/OTHER,1,38.9271894953,-77.029707026
THEFT/OTHER,5,38.91265961,-76.9937231684
MOTOR VEHICLE THEFT,2,38.9007739009,-77.0394472536
MOTOR VEHICLE THEFT,4,38.9376069186,-77.0249134546
THEFT F/AUTO,5,38.9223657154,-76.9780043437
THEFT F/AUTO,3,38.9225482424,-77.0802366937
MOTOR VEHICLE THEFT,1,38.9277595141,-77.0230417197
ROBBERY,8,38.8713813642,-76.9773547969
ROBBERY,1,38.9224283578,-77.0288731372
BURGLARY,7,38.877346263,-76.9328849679
THEFT F/AUTO,2,38.9125860494,-77.0741891796
THEFT F/AUTO,1,38.9144622117,-77.0319532915
THEFT F/AUTO,2,38.9069705812,-77.0345670911
THEFT/OTHER,7,38.8987906035,-76.932711419
BURGLARY,5,38.9172625117,-77.0077252976
ASSAULT W/DANGEROUS WEAPON,1,38.9159166696,-77.0219119142
MOTOR VEHICLE THEFT,5,38.9304026679,-76.9955702485
THEFT F/AUTO,8,38.8485285482,-77.0037506428
THEFT/OTHER,2,38.9162259346,-77.0681648844
THEFT F/AUTO,4,38.9588974949,-77.0363955048
THEFT/OTHER,4,38.969279362,-77.025737247
ASSAULT W/DANGEROUS WEAPON,2,38.8967373853,-77.0280860049
THEFT/OTHER,3,38.9461103001,-77.0646402478
THEFT/OTHER,2,38.9051510928,-77.0639958956
THEFT F/AUTO,6,38.9007498932,-77.0161782596
THEFT/OTHER,6,38.8981207916,-76.9926492415
THEFT F/AUTO,3,38.9068049962,-77.081415264
THEFT/OTHER,4,38.9572799858,-77.0310357604
THEFT F/AUTO,8,38.8344797194,-77.0028198575
ROBBERY,8,38.8277881418,-77.0106462302
ROBBERY,2,38.9096451254,-77.0234553202
THEFT/OTHER,3,38.9388074777,-77.0603962082
MOTOR VEHICLE THEFT,7,38.9046631551,-76.9280307747
THEFT F/AUTO,8,38.8707436555,-76.9745067494
BURGLARY,3,38.9177506379,-77.0971417221
ASSAULT W/DANGEROUS WEAPON,5,38.9219330924,-76.9819582491
THEFT F/AUTO,1,38.918718499,-77.0449933181
THEFT/OTHER,6,38.9002033642,-76.9973048161
THEFT/OTHER,5,38.9201570109,-76.9903059701
THEFT F/AUTO,4,38.9671403523,-77.011675099
BURGLARY,5,38.9365993795,-76.9934436655
THEFT F/AUTO,5,38.9264267856,-76.9565547802
THEFT/OTHER,3,38.9361950358,-77.0588766912
THEFT/OTHER,1,38.9296895378,-77.0400803808
THEFT F/AUTO,2,38.9079077452,-77.0280877516
THEFT F/AUTO,6,38.8807795586,-77.0219007783
BURGLARY,8,38.8314649558,-77.0083188214
ROBBERY,5,38.9031894966,-76.9898732979
THEFT F/AUTO,8,38.8644706477,-76.9799323654
THEFT F/AUTO,8,38.8566716829,-76.9861782528
THEFT/OTHER,7,38.8603125815,-76.9658374528
THEFT F/AUTO,8,38.8604008672,-76.9944882028
MOTOR VEHICLE THEFT,7,38.8697492252,-76.9577598217
THEFT F/AUTO,6,38.9025151292,-77.0101505859
MOTOR VEHICLE THEFT,5,38.9162781675,-77.0042993831
THEFT F/AUTO,4,38.9804170595,-77.0264921407
THEFT F/AUTO,6,38.9046835099,-76.9984430153
THEFT F/AUTO,2,38.9045721281,-77.0288506911
THEFT F/AUTO,4,38.967365761,-77.010487302
THEFT/OTHER,8,38.8764799099,-77.0000496478
THEFT F/AUTO,2,38.916297367,-77.0372043303
BURGLARY,3,38.9615466978,-77.073618699
THEFT/OTHER,2,38.8967373853,-77.0280860049
THEFT/OTHER,8,38.8682449997,-76.971565627
MOTOR VEHICLE THEFT,3,38.9288160081,-77.0734515865
THEFT F/AUTO,7,38.8986142204,-76.974824299
THEFT F/AUTO,4,38.9651249042,-77.0363844924
THEFT F/AUTO,7,38.8990558319,-76.9378900846
THEFT F/AUTO,7,38.8997426876,-76.9258890481
ASSAULT W/DANGEROUS WEAPON,5,38.9287990063,-77.0044931979
THEFT/OTHER,7,38.8897870573,-76.9580556016
MOTOR VEHICLE THEFT,4,38.9597243632,-77.0363947733
THEFT F/AUTO,5,38.9015468006,-76.9799376272
THEFT F/AUTO,2,38.9084774459,-77.0400858707
MOTOR VEHICLE THEFT,6,38.9028369113,-76.9937540073
SEX ABUSE,5,38.9045160074,-76.99432777
THEFT F/AUTO,1,38.9166434001,-77.0319509248
ASSAULT W/DANGEROUS WEAPON,8,38.8309548319,-76.9995368996
THEFT/OTHER,6,38.9002005173,-76.9908830183
THEFT F/AUTO,5,38.9222166046,-76.9931402028
ROBBERY,4,38.9466594034,-77.0327259674
THEFT F/AUTO,2,38.9155740736,-77.0437472858
THEFT F/AUTO,5,38.9153958594,-76.9820919291
THEFT F/AUTO,5,38.9218403474,-77.0121467103
MOTOR VEHICLE THEFT,5,38.9331094337,-76.9690511126
THEFT F/AUTO,7,38.8997426876,-76.9258890481
THEFT/OTHER,7,38.9007847532,-76.9271276258
THEFT/OTHER,1,38.9334670206,-77.0297253272
THEFT/OTHER,7,38.8967767648,-76.9408976637
MOTOR VEHICLE THEFT,1,38.931122144,-77.0364588306
MOTOR VEHICLE THEFT,6,38.8778666066,-77.0176347386
MOTOR VEHICLE THEFT,8,38.8764820522,-77.0070788587
ASSAULT W/DANGEROUS WEAPON,5,38.9262401984,-76.9613570003
THEFT/OTHER,2,38.9091079868,-77.0219144344
THEFT/OTHER,4,38.9804170595,-77.0264921407
THEFT F/AUTO,2,38.9077794046,-77.0349909598
THEFT/OTHER,2,38.9052578743,-77.0523520019
THEFT/OTHER,6,38.8947812946,-76.9850370392
THEFT F/AUTO,8,38.8602168518,-76.9890086706
THEFT/OTHER,2,38.9004801723,-77.0288534169
ROBBERY,1,38.9321089892,-77.0376421992
THEFT/OTHER,4,38.9613154791,-77.0205342599
THEFT F/AUTO,2,38.9056593461,-77.0570351903
ASSAULT W/DANGEROUS WEAPON,7,38.8944565392,-76.9363225549
THEFT/OTHER,2,38.9049076407,-77.0259863348
ROBBERY,5,38.9125974035,-77.0054599094
MOTOR VEHICLE THEFT,5,38.9076041423,-76.9890277951
THEFT F/AUTO,1,38.914091467,-77.0275573639
THEFT F/AUTO,2,38.904699304,-77.0449027348
MOTOR VEHICLE THEFT,2,38.911787039,-77.0234540645
THEFT/OTHER,8,38.8573044495,-76.9743792954
THEFT F/AUTO,5,38.9153958594,-76.9820919291
THEFT F/AUTO,5,38.9153958594,-76.9820919291
THEFT F/AUTO,5,38.9367037132,-76.9762230879
THEFT F/AUTO,5,38.9264267856,-76.9565547802
MOTOR VEHICLE THEFT,6,38.8935745018,-76.9897510916
THEFT F/AUTO,7,38.8958800883,-76.9597025307
MOTOR VEHICLE THEFT,8,38.8765259634,-77.009097938
THEFT/OTHER,8,38.8541724053,-76.9884242906
THEFT/OTHER,7,38.8851553181,-76.9295271976
THEFT/OTHER,7,38.8685421983,-76.966274902
ROBBERY,7,38.9021256817,-76.9365819774
THEFT F/AUTO,5,38.9111150641,-77.0035739508
THEFT F/AUTO,1,38.9187395462,-77.0431685152
THEFT F/AUTO,5,38.9537130639,-76.9880055675
THEFT F/AUTO,5,38.9552832637,-77.0067696441
THEFT F/AUTO,1,38.9334670206,-77.0297253272
THEFT/OTHER,2,38.9006956462,-77.0540156469
THEFT F/AUTO,4,38.9637726727,-77.0170969539
THEFT/OTHER,1,38.9148300832,-77.0219181528
THEFT/OTHER,2,38.9051510928,-77.0639958956
THEFT/OTHER,2,38.8978258475,-77.0296189448
THEFT F/AUTO,1,38.9200221883,-77.0408108834
THEFT F/AUTO,5,38.9061144086,-76.9805470432
THEFT/OTHER,6,38.8982980635,-76.9836454582
THEFT F/AUTO,5,38.9061144086,-76.9805470432
BURGLARY,6,38.9042098931,-77.0058857204
THEFT F/AUTO,7,38.8775843035,-76.9312615719
MOTOR VEHICLE THEFT,2,38.9111215236,-77.0194120073
ROBBERY,6,38.9046823763,-76.9961633962
MOTOR VEHICLE THEFT,5,38.9500980115,-77.0068065293
MOTOR VEHICLE THEFT,6,38.9056424003,-77.007474088
MOTOR VEHICLE THEFT,5,38.902422113,-76.977783265
ROBBERY,7,38.8751522675,-76.9647680496
MOTOR VEHICLE THEFT,5,38.9151771564,-77.0121553765
ROBBERY,1,38.9306706213,-77.0385068876
ROBBERY,8,38.8573044495,-76.9743792954
ROBBERY,8,38.8213127141,-77.0090026465
ROBBERY,6,38.8788464615,-77.0074614853
